name,city,region,distance_km,bus_time,latitude,longitude,address,type,stars,website,coordinates_valid
Rostock-Übernachtung,Rostock,Mecklenburg-Vorpommern,152.18,2h 32m,54.0843475,12.12924,"Augustenstraße, 49, 18055, Rostock",guest_house,,,Yes
Zum Grafen Hallermunt,,Niedersachsen,152.23,2h 32m,52.2095747,9.5581079,"Zum Niederntor, 1",hotel,,http://www.hotel-hallermunt.de/,Yes
Herrenhaus Friedrichshof,Dolgen am See,Mecklenburg-Vorpommern,152.24,2h 32m,53.9302375,12.2179547,"Kastanienallee, 7, 18299, Dolgen am See",hotel,,,Yes
Pension Nielsen,Rostock,Mecklenburg-Vorpommern,152.27,2h 32m,54.0772997,12.1354974,"Lindenbergstraße, 10, 18055, Rostock",guest_house,,,Yes
Hotel Deutsches Haus,Springe,Niedersachsen,152.35,2h 32m,52.2087967,9.5552398,"Zum Niederntor, 29, 31832, Springe",hotel,,http://www.saloniki-springe.de/,Yes
Poggenstool,Neuharlingersiel,Niedersachsen,152.4,2h 32m,53.6985978,7.6943403,"Addenhausen, 1, 26427, Neuharlingersiel",hotel,,https://www.poggenstool.de/,Yes
Hotel Garni,Springe,Niedersachsen,152.45,2h 32m,52.2082238,9.5526167,"Zum Oberntor, 9-11, 31832, Springe",hotel,,https://hotel-garni-springe.de,Yes
Haus Medusa,,Niedersachsen,152.49,2h 32m,53.6950388,7.692312,"Blockshausen, 18, 26427",guest_house,,https://haus-medusa.jimdo.com/,Yes
Gasthof zur Linde - Hotel & Restaurant,Friesoythe,Niedersachsen,152.5,2h 32m,52.961644,7.9239334,"Thüler Straße, 52, 26169, Friesoythe",hotel,,https://gasthof-thuele.de/,Yes
Zum alten Fährhaus,Rostock,Mecklenburg-Vorpommern,152.59,2h 32m,54.0961234,12.1277805,"Fährberg, 1, 18147, Rostock",hotel,,https://www.faehrhaus-rostock.de/,Yes
Hotel Stolteraa,,Mecklenburg-Vorpommern,152.68,2h 32m,54.1774601,12.0665271,,hotel,,https://www.hotel-stolteraa.de/,Yes
"Pension ""Die Schlafstube""",Neuharlingersiel,Niedersachsen,152.7,2h 32m,53.680732,7.6871885,"Großholum-Ost, 4, 26427, Neuharlingersiel",hotel,,https://www.die-schlafstube.de/,Yes
Pentahotel Rostock,Rostock,Mecklenburg-Vorpommern,152.7,2h 32m,54.0877015,12.1355251,"Schwaansche Straße, 6, 18055, Rostock",hotel,,,Yes
Burg Freienstein,Rostock,Mecklenburg-Vorpommern,152.72,2h 32m,54.1766113,12.0680002,"Parkstraße, 30, 18119, Rostock",hotel,,https://www.ostseevillen.com/,Yes
Eichhorn's,Risum-Lindholm,Schleswig-Holstein,152.73,2h 32m,54.7612262,8.8757137,"Dorfstraße, 219, 25920, Risum-Lindholm",hotel,,https://www.eichhorns.de/,Yes
Ich weiß ein Haus am See,Kuchelmiß,Mecklenburg-Vorpommern,152.76,2h 32m,53.6685809,12.3000051,"Paradiesweg, 3, Kuchelmiß",hotel,,https://www.hausamsee.de/,Yes
Parkhotel Seeblick,,Mecklenburg-Vorpommern,152.79,2h 32m,54.1775791,12.0683581,,hotel,,https://www.parkhotel-seeblick.de/,Yes
Hotel Sanddorn,,Mecklenburg-Vorpommern,152.82,2h 32m,54.1775902,12.0688392,,hotel,,https://kurhotel-sanddorn.de/,Yes
"Hotel Garni ""Am Hopfenmarkt""",Rostock,Mecklenburg-Vorpommern,152.85,2h 32m,54.0879879,12.1377914,"Buchbinderstraße, 10, 18055, Rostock",hotel,,https://www.am-hopfenmarkt.com/,Yes
Am Hopfenmarkt,,Mecklenburg-Vorpommern,152.85,2h 32m,54.087913,12.1378122,,hotel,,,Yes
Zum weißen Roß,Königslutter am Elm,Niedersachsen,152.89,2h 32m,52.2572586,10.7536608,"Landstraße, 8, 38154, Königslutter am Elm",hotel,,,Yes
Aalreuse,,Mecklenburg-Vorpommern,152.93,2h 32m,54.0883854,12.1387874,,hotel,,,Yes
Künstlerherberge,Spiekeroog,Niedersachsen,153.02,2h 33m,53.7712301,7.699171,"Norderloog, 27, 26474, Spiekeroog",hotel,,,Yes
Üfinger Hof,,Niedersachsen,153.05,2h 33m,52.2003699,10.4119507,,guest_house,,,Yes
"Hotel Garni, City Pension und ""Kleiner Stadtspeicher""",,Mecklenburg-Vorpommern,153.07,2h 33m,54.0918644,12.1387525,,hotel,,,Yes
Gudhorst,Rennau,Niedersachsen,153.08,2h 33m,52.3020104,10.9446577,"Querenhorster Straße, 1, 38368, Rennau",hotel,,http://www.gudhorst.de/,Yes
Gästestübchen,,Niedersachsen,153.13,2h 33m,52.1908136,10.3239854,,guest_house,,,Yes
Haus Meerkultur,,Mecklenburg-Vorpommern,153.19,2h 33m,54.1752546,12.0771232,,guest_house,,,Yes
Meyer,,Niedersachsen,153.21,2h 33m,52.1755919,9.9623539,,hotel,,,Yes
Hotel Inselfriede,,Niedersachsen,153.23,2h 33m,53.7699794,7.6956969,,hotel,4,https://www.inselfriede.de/,Yes
Stadtvilla An der Viergelindenbrücke,,Mecklenburg-Vorpommern,153.24,2h 33m,54.0869182,12.1450115,,hotel,,,Yes
Marheineke,,Niedersachsen,153.25,2h 33m,52.1752036,9.9629501,,hotel,,,Yes
Inselsünn Hotel & Apartements,,Niedersachsen,153.29,2h 33m,53.7706791,7.6949491,,hotel,,https://www.hotelzurlinde.eu/,Yes
Nikolaikirche,Rostock,Mecklenburg-Vorpommern,153.35,2h 33m,54.0877897,12.1461778,"Bei der Nikolaikirche, 1, 18055, Rostock",guest_house,,https://www.kirche-mv.de/nikolaikirche-rostock/die-andere-nutzung,Yes
Hotel Verdi,Rostock,Mecklenburg-Vorpommern,153.46,2h 33m,54.0907878,12.1459772,"Wollenweberstraße, 28, 18055, Rostock",hotel,,https://www.hotel-verdi.de/,Yes
Hotel Seeblick,Friesoythe,Niedersachsen,153.49,2h 33m,52.9336113,7.930995,"Seeblickstraße, 3, 26169, Friesoythe",hotel,,https://www.hotel-seeblick-goeken.de/,Yes
Ursprung Apartments,,Mecklenburg-Vorpommern,153.5,2h 33m,54.0905532,12.14671,,hotel,,,Yes
Burg Hotel,,Niedersachsen,153.56,2h 33m,53.021132,7.8605372,,hotel,,,Yes
Haus Sandkasten,,Niedersachsen,153.57,2h 33m,53.672517,7.6729719,"Klein Margens, 1, 26427",guest_house,,https://haus-sandkasten.de/,Yes
Milano,,Niedersachsen,153.62,2h 33m,52.1717556,9.9895033,,hotel,,,Yes
Villa Ostseegruss,Rostock,Mecklenburg-Vorpommern,153.67,2h 33m,54.1757639,12.0848486,"Fritz-Reuter-Straße, 4, 18119, Rostock",hotel,,,Yes
"Jugend-, Bildungs- und Freizeitcentrum Landkreis Schaumburg",,Niedersachsen,153.69,2h 33m,52.2577949,9.1934404,,hotel,,,Yes
Hotel Asia Palast,,Mecklenburg-Vorpommern,153.71,2h 33m,54.1760772,12.0853517,,hotel,,http://www.asia-palast.com/,Yes
City Hotel,Friesoythe,Niedersachsen,153.72,2h 33m,53.0249234,7.8552992,"Europastraße, 1, 26169, Friesoythe",hotel,,https://www.city-hotel-friesoythe.de,Yes
Pension Arielle,,Mecklenburg-Vorpommern,153.74,2h 33m,54.1761794,12.0856963,,guest_house,,https://www.pensionarielle.de/,Yes
Hotel Bellevue,Rostock,Mecklenburg-Vorpommern,153.83,2h 33m,54.1803942,12.0837464,"Seestraße, 7, 18119, Rostock",hotel,3,https://www.bellevue-ostsee.de/,Yes
Twee Linden Gästehaus,Rostock,Mecklenburg-Vorpommern,153.84,2h 33m,54.1755558,12.0879449,"Alexandrinenstraße, 127a, 18119, Rostock",guest_house,,,Yes
Antik-Pension Birnbom,Rostock,Mecklenburg-Vorpommern,153.84,2h 33m,54.1764373,12.0873374,"Alexandrinenstraße, 30, 18119, Rostock",guest_house,,,Yes
Aparthotel Versteck am Strom,,Mecklenburg-Vorpommern,153.84,2h 33m,54.1741836,12.0892156,,guest_house,,,Yes
Baltic Hideaway Beach Hotel,Rostock,Mecklenburg-Vorpommern,153.85,2h 33m,54.1804599,12.0840842,"Seestraße, 6, 18119, Rostock",hotel,,https://beachhotel-warnemuende.de/,Yes
Am Alten Strom,,Mecklenburg-Vorpommern,153.9,2h 33m,54.176855,12.088014,,hotel,3,,Yes
Pension Captain Hook,,Mecklenburg-Vorpommern,153.95,2h 33m,54.1798479,12.0862585,,guest_house,,https://www.ferienwohnung-warnemuende.de/,Yes
Lindemann Hotel,Hildesheim,Niedersachsen,154.06,2h 34m,52.1678257,9.9739822,"Kruppstraße, 5, 31135, Hildesheim",hotel,3,http://www.lindemann-hotel.de,Yes
Haus Steffi,,Niedersachsen,154.11,2h 34m,52.1680111,10.0624817,,guest_house,,http://www.haus-steffi.de/,Yes
La Famiglia,Obernkirchen,Niedersachsen,154.23,2h 34m,52.2684069,9.1260489,"Beeker Straße, 14, 31683, Obernkirchen",hotel,,,Yes
Avalon Hotel Königshof,,Niedersachsen,154.28,2h 34m,52.2546792,10.8026578,,hotel,,,Yes
Gasthof Bucksande,Apen,Niedersachsen,154.31,2h 34m,53.174497,7.7550669,"Bucksande, 1, 26689, Apen",hotel,,https://www.bucksande.de/,Yes
Stahltower,Friesoythe,Niedersachsen,154.48,2h 34m,53.0147324,7.8502639,"Huntestraße, 6, 26169, Friesoythe",hotel,,,Yes
Seehotel Helgoland,Helgoland,Schleswig-Holstein,154.5,2h 34m,54.1813083,7.8903012,"Lung Wai, 23, 27498, Helgoland",hotel,,,Yes
Hanseat,Helgoland,Schleswig-Holstein,154.52,2h 34m,54.1811291,7.8898019,"Am Südstrand, 21, 27498, Helgoland",guest_house,,,Yes
Rickmers Insulaner,Helgoland,Schleswig-Holstein,154.53,2h 34m,54.1796059,7.8884505,"Am Südstrand, 2, 27498, Helgoland",hotel,,https://www.insulaner.de/hotel-lage/,Yes
Apartmenthaus Rungholt,Helgoland,Schleswig-Holstein,154.54,2h 34m,54.1801978,7.8886373,"Am Südstrand, 7, 27498, Helgoland",hotel,,https://www.helgoland-rungholt.de,Yes
Hotel Hochseeinsel,Helgoland,Schleswig-Holstein,154.54,2h 34m,54.1801188,7.8885883,"Am Südstrand, 6, 27498, Helgoland",hotel,,,Yes
Roland,,Schleswig-Holstein,154.54,2h 34m,54.180821,7.8892368,,guest_house,,,Yes
Seeblick,Helgoland,Schleswig-Holstein,154.54,2h 34m,54.1805966,7.8889523,"Am Südstrand, 11, 27498, Helgoland",guest_house,,,Yes
Hüs Weeterkant,Helgoland,Schleswig-Holstein,154.54,2h 34m,54.1800189,7.8885347,"Am Südstrand, 5, 27498, Helgoland",hotel,,https://hues-weeterkant-guest-house-heligoland.hotel-mix.de/,Yes
Rungholt,Helgoland,Schleswig-Holstein,154.55,2h 34m,54.1804264,7.8887828,"Am Südstrand, 9, 27498, Helgoland",hotel,,https://www.helgoland-rungholt.de,Yes
Haus am Meer,Helgoland,Schleswig-Holstein,154.55,2h 34m,54.180529,7.8888831,"Am Südstrand, 10, 27498, Helgoland",hotel,,https://www.haus-am-meer-helgoland.de,Yes
Helgolandia,,Schleswig-Holstein,154.57,2h 34m,54.1816262,7.8894569,,hotel,,,Yes
Hotel Helgolandia,Helgoland,Schleswig-Holstein,154.59,2h 34m,54.1820054,7.8894121,"Lung Wai, 41, 27498, Helgoland",hotel,,,Yes
Hotel Helgoländer Klassik,Helgoland,Schleswig-Holstein,154.59,2h 34m,54.1823759,7.8897213,"Kurpromenade, 36, 27498, Helgoland",hotel,3,https://www.helgolaender-klassik.de/,Yes
Kiwi Naturparkhotel am Dreier See,Alt Schwerin,Mecklenburg-Vorpommern,154.62,2h 34m,53.5559774,12.3331967,"Fischweg, 1, Alt Schwerin",hotel,3,https://www.kiwi-ferienwohnungen.de/,Yes
Haus Elisa,Helgoland,Schleswig-Holstein,154.66,2h 34m,54.1821831,7.888334,"Lung Wai, 193, 27498, Helgoland",guest_house,,,Yes
Gegebüll,,Schleswig-Holstein,154.68,2h 34m,54.7306134,8.7273065,"Dorfstraße, 20",guest_house,,,Yes
Hotel auf den Hummerklippen,Helgoland,Schleswig-Holstein,154.7,2h 34m,54.181243,7.8868764,"Am Falm, 302, 27498, Helgoland",hotel,,https://www.hotel-hummerklippen.de/,Yes
